path,state
dataset2/train_set\train-167.png,unmanned
dataset2/train_set\train-168.png,unmanned
dataset2/train_set\train-169.png,unmanned
dataset2/train_set\train-170.png,unmanned
dataset2/train_set\train-171.png,unmanned
dataset2/train_set\train-172.png,unmanned
dataset2/train_set\train-173.png,unmanned
dataset2/train_set\train-174.png,unmanned
dataset2/train_set\train-175.png,unmanned
dataset2/train_set\train-176.png,unmanned
dataset2/train_set\train-177.png,unmanned
dataset2/train_set\train-178.png,unmanned
dataset2/train_set\train-179.png,unmanned
dataset2/train_set\train-180.png,unmanned
dataset2/train_set\train-181.png,unmanned
dataset2/train_set\train-182.png,unmanned
dataset2/train_set\train-183.png,unmanned
dataset2/train_set\train-184.png,unmanned
dataset2/train_set\train-185.png,unmanned
dataset2/train_set\train-186.png,unmanned
dataset2/train_set\train-187.png,unmanned
dataset2/train_set\train-188.png,unmanned
dataset2/train_set\train-189.png,unmanned
dataset2/train_set\train-190.png,unmanned
dataset2/train_set\train-191.png,unmanned
dataset2/train_set\train-192.png,unmanned
dataset2/train_set\train-193.png,unmanned
dataset2/train_set\train-194.png,unmanned
dataset2/train_set\train-195.png,unmanned
dataset2/train_set\train-196.png,unmanned
dataset2/train_set\train-197.png,unmanned
dataset2/train_set\train-198.png,unmanned
dataset2/train_set\train-199.png,unmanned
dataset2/train_set\train-200.png,unmanned
dataset2/train_set\train-201.png,unmanned
dataset2/train_set\train-202.png,unmanned
dataset2/train_set\train-203.png,unmanned
dataset2/train_set\train-204.png,unmanned
dataset2/train_set\train-205.png,unmanned
dataset2/train_set\train-206.png,unmanned
dataset2/train_set\train-207.png,unmanned
dataset2/train_set\train-208.png,unmanned
dataset2/train_set\train-209.png,unmanned
dataset2/train_set\train-210.png,unmanned
dataset2/train_set\train-211.png,unmanned
dataset2/train_set\train-212.png,unmanned
dataset2/train_set\train-213.png,unmanned
dataset2/train_set\train-214.png,unmanned
dataset2/train_set\train-215.png,unmanned
dataset2/train_set\train-216.png,unmanned
dataset2/train_set\train-217.png,unmanned
dataset2/train_set\train-218.png,unmanned
dataset2/train_set\train-219.png,unmanned
dataset2/train_set\train-220.png,unmanned
dataset2/train_set\train-221.png,unmanned
dataset2/train_set\train-222.png,unmanned
dataset2/train_set\train-223.png,unmanned
dataset2/train_set\train-224.png,unmanned
dataset2/train_set\train-225.png,unmanned
dataset2/train_set\train-226.png,unmanned
dataset2/train_set\train-227.png,unmanned
dataset2/train_set\train-228.png,unmanned
dataset2/train_set\train-229.png,unmanned
dataset2/train_set\train-230.png,unmanned
dataset2/train_set\train-231.png,unmanned
dataset2/train_set\train-232.png,unmanned
dataset2/train_set\train-233.png,unmanned
dataset2/train_set\train-234.png,unmanned
dataset2/train_set\train-235.png,unmanned
dataset2/train_set\train-236.png,unmanned
dataset2/train_set\train-237.png,unmanned
dataset2/train_set\train-238.png,unmanned
dataset2/train_set\train-239.png,unmanned
dataset2/train_set\train-240.png,unmanned
dataset2/train_set\train-241.png,unmanned
dataset2/train_set\train-242.png,unmanned
dataset2/train_set\train-243.png,unmanned
dataset2/train_set\train-244.png,unmanned
dataset2/train_set\train-245.png,unmanned
dataset2/train_set\train-246.png,unmanned
dataset2/train_set\train-247.png,unmanned
dataset2/train_set\train-248.png,unmanned
dataset2/train_set\train-249.png,unmanned
dataset2/train_set\train-250.png,unmanned
dataset2/train_set\train-251.png,unmanned
dataset2/train_set\train-252.png,unmanned
dataset2/train_set\train-253.png,unmanned
dataset2/train_set\train-254.png,unmanned
dataset2/train_set\train-255.png,unmanned
dataset2/train_set\train-256.png,unmanned
dataset2/train_set\train-257.png,unmanned
dataset2/train_set\train-258.png,unmanned
dataset2/train_set\train-259.png,unmanned
dataset2/train_set\train-260.png,unmanned
dataset2/train_set\train-261.png,unmanned
dataset2/train_set\train-262.png,unmanned
dataset2/train_set\train-263.png,unmanned
dataset2/train_set\train-264.png,unmanned
dataset2/train_set\train-265.png,unmanned
dataset2/train_set\train-266.png,unmanned
dataset2/train_set\train-267.png,unmanned
dataset2/train_set\train-268.png,unmanned
dataset2/train_set\train-269.png,unmanned
dataset2/train_set\train-270.png,unmanned
dataset2/train_set\train-271.png,unmanned
dataset2/train_set\train-272.png,unmanned
dataset2/train_set\train-273.png,unmanned
dataset2/train_set\train-274.png,unmanned
dataset2/train_set\train-275.png,unmanned
dataset2/train_set\train-276.png,unmanned
dataset2/train_set\train-277.png,unmanned
dataset2/train_set\train-278.png,unmanned
dataset2/train_set\train-279.png,unmanned
dataset2/train_set\train-280.png,unmanned
dataset2/train_set\train-281.png,unmanned
dataset2/train_set\train-282.png,unmanned
dataset2/train_set\train-283.png,unmanned
dataset2/train_set\train-284.png,unmanned
dataset2/train_set\train-285.png,unmanned
dataset2/train_set\train-286.png,unmanned
dataset2/train_set\train-287.png,unmanned
dataset2/train_set\train-288.png,unmanned
dataset2/train_set\train-289.png,unmanned
dataset2/train_set\train-290.png,unmanned
dataset2/train_set\train-291.png,unmanned
dataset2/train_set\train-292.png,unmanned
dataset2/train_set\train-293.png,unmanned
dataset2/train_set\train-294.png,unmanned
dataset2/train_set\train-295.png,unmanned
dataset2/train_set\train-296.png,unmanned
dataset2/train_set\train-297.png,unmanned
dataset2/train_set\train-298.png,unmanned
dataset2/train_set\train-299.png,unmanned
dataset2/train_set\train-300.png,unmanned
dataset2/train_set\train-301.png,unmanned
dataset2/train_set\train-302.png,unmanned
dataset2/train_set\train-303.png,unmanned
dataset2/train_set\train-304.png,unmanned
dataset2/train_set\train-305.png,unmanned
dataset2/train_set\train-306.png,unmanned
dataset2/train_set\train-307.png,unmanned
dataset2/train_set\train-308.png,unmanned
dataset2/train_set\train-309.png,unmanned
dataset2/train_set\train-310.png,unmanned
dataset2/train_set\train-311.png,unmanned
dataset2/train_set\train-312.png,unmanned
dataset2/train_set\train-313.png,unmanned
dataset2/train_set\train-314.png,unmanned
dataset2/train_set\train-315.png,unmanned
dataset2/train_set\train-316.png,unmanned
dataset2/train_set\train-317.png,unmanned
dataset2/train_set\train-318.png,unmanned
dataset2/train_set\train-319.png,unmanned
dataset2/train_set\train-320.png,unmanned
dataset2/train_set\train-321.png,unmanned
dataset2/train_set\train-322.png,unmanned
dataset2/train_set\train-323.png,unmanned
dataset2/train_set\train-324.png,unmanned
dataset2/train_set\train-325.png,unmanned
dataset2/train_set\train-326.png,unmanned
dataset2/train_set\train-327.png,unmanned
dataset2/train_set\train-328.png,unmanned
dataset2/train_set\train-329.png,unmanned
dataset2/train_set\train-330.png,unmanned
dataset2/train_set\train-331.png,unmanned
dataset2/train_set\train-332.png,unmanned
dataset2/train_set\train-333.png,unmanned
dataset2/train_set\train-334.png,unmanned
dataset2/train_set\train-335.png,unmanned
dataset2/train_set\train-336.png,unmanned
dataset2/train_set\train-337.png,unmanned
dataset2/train_set\train-338.png,unmanned
dataset2/train_set\train-339.png,unmanned
dataset2/train_set\train-340.png,unmanned
dataset2/train_set\train-341.png,unmanned
dataset2/train_set\train-342.png,unmanned
dataset2/train_set\train-343.png,unmanned
dataset2/train_set\train-344.png,unmanned
dataset2/train_set\train-345.png,unmanned
dataset2/train_set\train-346.png,unmanned
dataset2/train_set\train-347.png,unmanned
dataset2/train_set\train-348.png,unmanned
dataset2/train_set\train-349.png,unmanned
dataset2/train_set\train-350.png,unmanned
dataset2/train_set\train-351.png,unmanned
dataset2/train_set\train-352.png,unmanned
dataset2/train_set\train-353.png,unmanned
dataset2/train_set\train-354.png,unmanned
dataset2/train_set\train-355.png,unmanned
dataset2/train_set\train-356.png,unmanned
dataset2/train_set\train-357.png,unmanned
dataset2/train_set\train-358.png,unmanned
dataset2/train_set\train-359.png,unmanned
dataset2/train_set\train-360.png,unmanned
dataset2/train_set\train-361.png,unmanned
dataset2/train_set\train-362.png,unmanned
dataset2/train_set\train-363.png,unmanned
dataset2/train_set\train-364.png,unmanned
dataset2/train_set\train-365.png,unmanned
dataset2/train_set\train-366.png,unmanned
dataset2/train_set\train-367.png,unmanned
dataset2/train_set\train-368.png,unmanned
dataset2/train_set\train-369.png,unmanned
dataset2/train_set\train-370.png,unmanned
dataset2/train_set\train-371.png,unmanned
dataset2/train_set\train-372.png,unmanned
dataset2/train_set\train-373.png,unmanned
dataset2/train_set\train-374.png,unmanned
dataset2/train_set\train-375.png,unmanned
dataset2/train_set\train-376.png,unmanned
dataset2/train_set\train-377.png,unmanned
dataset2/train_set\train-378.png,unmanned
dataset2/train_set\train-379.png,unmanned
dataset2/train_set\train-380.png,unmanned
dataset2/train_set\train-381.png,unmanned
dataset2/train_set\train-382.png,unmanned
dataset2/train_set\train-383.png,unmanned
dataset2/train_set\train-384.png,unmanned
dataset2/train_set\train-385.png,unmanned
dataset2/train_set\train-386.png,unmanned
dataset2/train_set\train-387.png,unmanned
dataset2/train_set\train-388.png,unmanned
dataset2/train_set\train-389.png,unmanned
dataset2/train_set\train-390.png,unmanned
dataset2/train_set\train-391.png,unmanned
dataset2/train_set\train-392.png,unmanned
dataset2/train_set\train-393.png,unmanned
dataset2/train_set\train-394.png,unmanned
dataset2/train_set\train-395.png,unmanned
dataset2/train_set\train-396.png,unmanned
dataset2/train_set\train-397.png,unmanned
dataset2/train_set\train-398.png,unmanned
dataset2/train_set\train-399.png,unmanned
dataset2/train_set\train-400.png,unmanned
dataset2/train_set\train-401.png,unmanned
dataset2/train_set\train-402.png,unmanned
dataset2/train_set\train-403.png,unmanned
dataset2/train_set\train-404.png,unmanned
dataset2/train_set\train-405.png,unmanned
dataset2/train_set\train-406.png,unmanned
dataset2/train_set\train-407.png,unmanned
dataset2/train_set\train-408.png,unmanned
dataset2/train_set\train-409.png,unmanned
dataset2/train_set\train-410.png,unmanned
dataset2/train_set\train-411.png,unmanned
dataset2/train_set\train-412.png,unmanned
dataset2/train_set\train-413.png,unmanned
dataset2/train_set\train-414.png,unmanned
dataset2/train_set\train-415.png,unmanned
dataset2/train_set\train-416.png,unmanned
dataset2/train_set\train-417.png,unmanned
dataset2/train_set\train-418.png,unmanned
dataset2/train_set\train-419.png,unmanned
dataset2/train_set\train-420.png,unmanned
dataset2/train_set\train-421.png,unmanned
dataset2/train_set\train-422.png,unmanned
dataset2/train_set\train-423.png,unmanned
dataset2/train_set\train-424.png,unmanned
dataset2/train_set\train-425.png,unmanned
dataset2/train_set\train-426.png,unmanned
dataset2/train_set\train-427.png,unmanned
dataset2/train_set\train-428.png,unmanned
dataset2/train_set\train-429.png,unmanned
dataset2/train_set\train-430.png,unmanned
dataset2/train_set\train-431.png,unmanned
dataset2/train_set\train-432.png,unmanned
dataset2/train_set\train-433.png,unmanned
dataset2/train_set\train-434.png,unmanned
dataset2/train_set\train-435.png,unmanned
dataset2/train_set\train-436.png,unmanned
dataset2/train_set\train-437.png,unmanned
dataset2/train_set\train-438.png,unmanned
dataset2/train_set\train-439.png,unmanned
dataset2/train_set\train-440.png,unmanned
dataset2/train_set\train-441.png,unmanned
dataset2/train_set\train-442.png,unmanned
dataset2/train_set\train-443.png,unmanned
dataset2/train_set\train-444.png,unmanned
dataset2/train_set\train-445.png,unmanned
dataset2/train_set\train-446.png,unmanned
dataset2/train_set\train-447.png,unmanned
dataset2/train_set\train-448.png,unmanned
dataset2/train_set\train-449.png,unmanned
dataset2/train_set\train-450.png,unmanned
dataset2/train_set\train-451.png,unmanned
dataset2/train_set\train-452.png,unmanned
dataset2/train_set\train-453.png,unmanned
dataset2/train_set\train-454.png,unmanned
dataset2/train_set\train-455.png,unmanned
dataset2/train_set\train-456.png,unmanned
dataset2/train_set\train-457.png,unmanned
dataset2/train_set\train-458.png,unmanned
dataset2/train_set\train-459.png,unmanned
dataset2/train_set\train-460.png,unmanned
dataset2/train_set\train-461.png,unmanned
dataset2/train_set\train-462.png,unmanned
dataset2/train_set\train-463.png,unmanned
dataset2/train_set\train-464.png,unmanned
dataset2/train_set\train-465.png,unmanned
dataset2/train_set\train-466.png,unmanned
dataset2/train_set\train-467.png,unmanned
dataset2/train_set\train-468.png,unmanned
dataset2/train_set\train-469.png,unmanned
dataset2/train_set\train-470.png,unmanned
dataset2/train_set\train-471.png,unmanned
dataset2/train_set\train-472.png,unmanned
dataset2/train_set\train-473.png,unmanned
dataset2/train_set\train-474.png,unmanned
dataset2/train_set\train-475.png,unmanned
dataset2/train_set\train-476.png,unmanned
dataset2/train_set\train-477.png,unmanned
dataset2/train_set\train-478.png,unmanned
dataset2/train_set\train-479.png,unmanned
dataset2/train_set\train-480.png,unmanned
dataset2/train_set\train-481.png,unmanned
dataset2/train_set\train-482.png,unmanned
dataset2/train_set\train-483.png,unmanned
dataset2/train_set\train-484.png,unmanned
dataset2/train_set\train-485.png,unmanned
dataset2/train_set\train-486.png,unmanned
dataset2/train_set\train-487.png,unmanned
dataset2/train_set\train-488.png,unmanned
dataset2/train_set\train-489.png,unmanned
dataset2/train_set\train-490.png,unmanned
dataset2/train_set\train-491.png,unmanned
dataset2/train_set\train-492.png,unmanned
dataset2/train_set\train-493.png,unmanned
dataset2/train_set\train-494.png,unmanned
dataset2/train_set\train-495.png,unmanned
dataset2/train_set\train-496.png,unmanned
dataset2/train_set\train-497.png,unmanned
dataset2/train_set\train-498.png,unmanned
dataset2/train_set\train-499.png,unmanned
dataset2/train_set\train-500.png,unmanned
dataset2/train_set\train-501.png,unmanned
dataset2/train_set\train-502.png,unmanned
dataset2/train_set\train-503.png,unmanned
dataset2/train_set\train-504.png,unmanned
dataset2/train_set\train-505.png,unmanned
dataset2/train_set\train-506.png,unmanned
dataset2/train_set\train-507.png,unmanned
dataset2/train_set\train-508.png,unmanned
dataset2/train_set\train-509.png,unmanned
dataset2/train_set\train-510.png,unmanned
dataset2/train_set\train-511.png,unmanned
dataset2/train_set\train-512.png,unmanned
dataset2/train_set\train-513.png,unmanned
dataset2/train_set\train-514.png,unmanned
dataset2/train_set\train-515.png,unmanned
dataset2/train_set\train-516.png,unmanned
dataset2/train_set\train-517.png,unmanned
dataset2/train_set\train-518.png,unmanned
dataset2/train_set\train-519.png,unmanned
dataset2/train_set\train-520.png,unmanned
dataset2/train_set\train-521.png,unmanned
dataset2/train_set\train-522.png,unmanned
dataset2/train_set\train-523.png,unmanned
dataset2/train_set\train-524.png,unmanned
dataset2/train_set\train-525.png,unmanned
dataset2/train_set\train-526.png,unmanned
dataset2/train_set\train-527.png,unmanned
dataset2/train_set\train-528.png,unmanned
dataset2/train_set\train-529.png,unmanned
dataset2/train_set\train-530.png,unmanned
dataset2/train_set\train-531.png,unmanned
dataset2/train_set\train-532.png,unmanned
dataset2/train_set\train-533.png,unmanned
dataset2/train_set\train-534.png,unmanned
dataset2/train_set\train-535.png,unmanned
dataset2/train_set\train-536.png,unmanned
dataset2/train_set\train-537.png,unmanned
dataset2/train_set\train-538.png,unmanned
dataset2/train_set\train-539.png,unmanned
dataset2/train_set\train-540.png,unmanned
dataset2/train_set\train-541.png,unmanned
dataset2/train_set\train-542.png,unmanned
dataset2/train_set\train-543.png,unmanned
dataset2/train_set\train-544.png,unmanned
dataset2/train_set\train-545.png,unmanned
dataset2/train_set\train-546.png,unmanned
dataset2/train_set\train-547.png,unmanned
dataset2/train_set\train-548.png,unmanned
dataset2/train_set\train-549.png,unmanned
dataset2/train_set\train-550.png,unmanned
dataset2/train_set\train-551.png,unmanned
dataset2/train_set\train-552.png,unmanned
dataset2/train_set\train-553.png,unmanned
dataset2/train_set\train-554.png,unmanned
dataset2/train_set\train-555.png,unmanned
dataset2/train_set\train-556.png,unmanned
dataset2/train_set\train-557.png,unmanned
dataset2/train_set\train-558.png,unmanned
dataset2/train_set\train-559.png,unmanned
dataset2/train_set\train-560.png,unmanned
dataset2/train_set\train-561.png,unmanned
dataset2/train_set\train-562.png,unmanned
dataset2/train_set\train-563.png,unmanned
dataset2/train_set\train-564.png,unmanned
dataset2/train_set\train-565.png,unmanned
dataset2/train_set\train-566.png,unmanned
dataset2/train_set\train-567.png,unmanned
dataset2/train_set\train-568.png,unmanned
dataset2/train_set\train-569.png,unmanned
dataset2/train_set\train-570.png,unmanned
dataset2/train_set\train-571.png,unmanned
dataset2/train_set\train-572.png,unmanned
dataset2/train_set\train-573.png,unmanned
dataset2/train_set\train-574.png,unmanned
dataset2/train_set\train-575.png,unmanned
dataset2/train_set\train-576.png,unmanned
dataset2/train_set\train-577.png,unmanned
dataset2/train_set\train-578.png,unmanned
dataset2/train_set\train-579.png,unmanned
dataset2/train_set\train-580.png,unmanned
dataset2/train_set\train-581.png,unmanned
dataset2/train_set\train-582.png,unmanned
dataset2/train_set\train-583.png,unmanned
dataset2/train_set\train-584.png,unmanned
dataset2/train_set\train-585.png,unmanned
dataset2/train_set\train-586.png,unmanned
dataset2/train_set\train-587.png,unmanned
dataset2/train_set\train-588.png,unmanned
dataset2/train_set\train-589.png,unmanned
dataset2/train_set\train-590.png,unmanned
dataset2/train_set\train-591.png,unmanned
dataset2/train_set\train-592.png,unmanned
dataset2/train_set\train-593.png,unmanned
dataset2/train_set\train-594.png,unmanned
dataset2/train_set\train-595.png,unmanned
dataset2/train_set\train-596.png,unmanned
dataset2/train_set\train-597.png,unmanned
dataset2/train_set\train-598.png,unmanned
dataset2/train_set\train-599.png,unmanned
dataset2/train_set\train-600.png,unmanned
dataset2/train_set\train-601.png,unmanned
dataset2/train_set\train-602.png,unmanned
dataset2/train_set\train-603.png,unmanned
dataset2/train_set\train-604.png,unmanned
dataset2/train_set\train-605.png,unmanned
dataset2/train_set\train-606.png,unmanned
dataset2/train_set\train-607.png,unmanned
dataset2/train_set\train-608.png,unmanned
dataset2/train_set\train-609.png,unmanned
dataset2/train_set\train-610.png,unmanned
dataset2/train_set\train-611.png,unmanned
dataset2/train_set\train-612.png,unmanned
dataset2/train_set\train-613.png,unmanned
dataset2/train_set\train-614.png,unmanned
dataset2/train_set\train-615.png,unmanned
dataset2/train_set\train-616.png,unmanned
dataset2/train_set\train-617.png,unmanned
dataset2/train_set\train-618.png,unmanned
dataset2/train_set\train-619.png,unmanned
dataset2/train_set\train-620.png,unmanned
dataset2/train_set\train-621.png,unmanned
dataset2/train_set\train-622.png,unmanned
dataset2/train_set\train-623.png,unmanned
dataset2/train_set\train-624.png,unmanned
dataset2/train_set\train-625.png,unmanned
dataset2/train_set\train-626.png,unmanned
dataset2/train_set\train-627.png,unmanned
dataset2/train_set\train-628.png,unmanned
dataset2/train_set\train-629.png,unmanned
dataset2/train_set\train-630.png,unmanned
dataset2/train_set\train-631.png,unmanned
dataset2/train_set\train-632.png,unmanned
dataset2/train_set\train-633.png,unmanned
dataset2/train_set\train-634.png,unmanned
dataset2/train_set\train-635.png,unmanned
dataset2/train_set\train-636.png,unmanned
dataset2/train_set\train-637.png,unmanned
dataset2/train_set\train-638.png,unmanned
dataset2/train_set\train-639.png,unmanned
dataset2/train_set\train-640.png,unmanned
dataset2/train_set\train-641.png,unmanned
dataset2/train_set\train-642.png,unmanned
dataset2/train_set\train-643.png,unmanned
dataset2/train_set\train-644.png,unmanned
dataset2/train_set\train-645.png,unmanned
dataset2/train_set\train-646.png,unmanned
dataset2/train_set\train-647.png,unmanned
dataset2/train_set\train-648.png,unmanned
dataset2/train_set\train-649.png,unmanned
dataset2/train_set\train-650.png,unmanned
dataset2/train_set\train-651.png,unmanned
dataset2/train_set\train-652.png,unmanned
dataset2/train_set\train-653.png,unmanned
dataset2/train_set\train-654.png,unmanned
dataset2/train_set\train-655.png,unmanned
dataset2/train_set\train-656.png,unmanned
dataset2/train_set\train-657.png,unmanned
dataset2/train_set\train-658.png,unmanned
dataset2/train_set\train-659.png,unmanned
dataset2/train_set\train-660.png,unmanned
dataset2/train_set\train-661.png,unmanned
dataset2/train_set\train-662.png,unmanned
dataset2/train_set\train-663.png,unmanned
dataset2/train_set\train-664.png,unmanned
dataset2/train_set\train-665.png,unmanned
dataset2/train_set\train-666.png,unmanned
dataset2/train_set\train-667.png,unmanned
dataset2/train_set\train-668.png,unmanned
dataset2/train_set\train-669.png,unmanned
dataset2/train_set\train-670.png,unmanned
dataset2/train_set\train-671.png,unmanned
dataset2/train_set\train-672.png,unmanned
dataset2/train_set\train-673.png,unmanned
dataset2/train_set\train-674.png,unmanned
dataset2/train_set\train-675.png,unmanned
dataset2/train_set\train-676.png,unmanned
dataset2/train_set\train-677.png,unmanned
dataset2/train_set\train-678.png,unmanned
dataset2/train_set\train-679.png,unmanned
dataset2/train_set\train-680.png,unmanned
dataset2/train_set\train-681.png,unmanned
dataset2/train_set\train-682.png,unmanned
dataset2/train_set\train-683.png,unmanned
dataset2/train_set\train-684.png,unmanned
dataset2/train_set\train-685.png,unmanned
dataset2/train_set\train-686.png,unmanned
dataset2/train_set\train-687.png,unmanned
dataset2/train_set\train-688.png,unmanned
dataset2/train_set\train-689.png,unmanned
dataset2/train_set\train-690.png,unmanned
dataset2/train_set\train-691.png,unmanned
dataset2/train_set\train-692.png,unmanned
dataset2/train_set\train-693.png,unmanned
dataset2/train_set\train-694.png,unmanned
dataset2/train_set\train-695.png,unmanned
dataset2/train_set\train-696.png,unmanned
dataset2/train_set\train-697.png,unmanned
dataset2/train_set\train-698.png,unmanned
